,station_id,station_name,raccnt,station_lat,station_lon,ADM_NM,gu
318,494, 신수동주민센터 ,5,37.547245,126.935028,신수동,마포구
319,495, 염리초등학교 앞 ,10,37.54243,126.946998,용강동,마포구
320,497, 합정동주민센터 앞 ,25,37.551754,126.9123,합정동,마포구
321,498, 연남동주민센터 앞 ,10,37.564651,126.922126,연남동,마포구
322,500, 어린이대공원역 3번출구 앞 ,7,37.547069,127.074272,화양동,광진구
323,501, 광진구의회 앞 ,30,37.537307,127.07035,자양3동,광진구
324,502, 자양(뚝섬한강공원)역 1번출구 앞 ,33,37.53186,127.067192,자양3동,광진구
325,505, 자양사거리 광진아크로텔 앞 ,12,37.53701,127.082244,자양1동,광진구
326,506, 금호 어울림 아파트 앞 ,7,37.54906,127.057792,송정동,성동구
327,508, 성수아카데미타워 앞 ,10,37.545166,127.05751,성수2가3동,성동구
328,510, 뚝도아리수정수센터 버스정류소 옆 ,15,37.541221,127.0438,성수1가1동,성동구
329,511, 서울숲역 5번 출구 옆 ,16,37.544582,127.044609,성수1가1동,성동구
330,512, 뚝섬역 1번 출구 옆 ,15,37.548561,127.045005,성수1가2동,성동구
331,513, 뚝섬역 5번 출구 정류소 옆 ,13,37.546306,127.049804,성수1가2동,성동구
332,514, 성수사거리 버스정류장 앞 ,12,37.542579,127.063308,성수2가3동,성동구
333,515, 광양중학교 앞 ,15,37.530235,127.08683,자양2동,광진구
334,516, 광진메디칼 앞 ,10,37.548404,127.069366,군자동,광진구
335,518, 청계천 박물관 앞 ,20,37.571525,127.035354,마장동,성동구
336,519, 양지사거리 ,20,37.566993,127.029914,왕십리도선동,성동구
337,520, 상왕십리역 4번 출구 앞 ,7,37.563858,127.030319,왕십리2동,성동구
338,521, 왕십리역 11번 출구 앞 ,14,37.561447,127.034919,행당1동,성동구
339,522, 금호역 1번출구 앞 ,9,37.548641,127.016426,금호2·3가동,성동구
340,523, 옥수동성당 옆 ,7,37.543663,127.01406,옥수동,성동구
341,524, 래미안금호하이리버 아파트 102동 옆 ,10,37.5522,127.025054,금호2·3가동,성동구
342,525, 한양대병원사거리 ,20,37.558052,127.040351,사근동,성동구
343,526, 용답토속공원 앞 ,10,37.56351,127.056724,용답동,성동구
344,529, 장한평역 8번 출구 앞 ,8,37.56137,127.063659,용답동,성동구
345,530, 청계벽산아파트 앞 ,9,37.568748,127.030403,왕십리도선동,성동구
346,533, 금남시장 교차로 ,7,37.548149,127.021087,금호4가동,성동구
347,534, 금호사거리 ,10,37.548633,127.025726,금호2·3가동,성동구
348,535, 응봉삼거리 ,11,37.553985,127.033592,응봉동,성동구
